Brand,Processor_Speed,RAM_Size,Storage_Capacity,Screen_Size,Weight,Price
Asus,3.830295706209031,16,512,11.185147425848434,2.6410944247109853,17395.093064560457
Acer,2.912832958973022,4,1000,11.311371797110466,3.2600122222442147,31607.60591926617
Lenovo,3.2416270596922305,4,256,11.853022680223374,2.029060648222903,9291.023542338657
Acer,3.806248452943239,16,512,12.280360087854138,4.573865272745172,17436.72833420527
Acer,3.2680965857834963,32,1000,14.990877165430431,4.193472033364752,32917.990718167515
Lenovo,2.940720900417033,32,256,11.713246347062432,4.344846437589197,10390.13731921554
Lenovo,3.01678761595714,4,256,15.588314848857674,2.9411195361561955,9214.484505999935
Lenovo,2.560326678255965,4,512,15.026331703159489,2.743620076185271,16372.175283874409
Acer,3.341110589061807,32,512,13.611945328731418,4.0931489226598785,18501.83273321414
Asus,3.835917536922537,4,1000,14.295858628880625,3.0923383250314984,31967.607631536364
Lenovo,3.813921282266941,32,512,12.871904121958512,3.6986450472578496,18534.108629919712
Acer,2.6270984285103305,8,512,13.895002521412165,2.018772413079411,17495.98363758707
Asus,3.962102997405837,8,256,13.323423627068577,3.6061038235449536,9831.389961542602
Asus,1.8116567030081672,16,256,11.096371189886035,4.254358833378031,8971.512504748447
Acer,3.802104706543431,32,256,15.693027578547476,2.3958959588718853,10915.05717304083
Asus,2.79709514281518,16,256,15.785284163223196,2.5833429332950657,9593.110592180388
Acer,2.4975067596753258,16,1000,16.059668545618415,3.2314873821816636,32025.836689022144
Asus,1.6369040970550783,32,1000,11.585085953845384,2.4900099442671717,32764.274431192793
Lenovo,1.511580057511507,8,1000,15.237159097780152,2.7781652022295886,31623.8142296768
Lenovo,2.3337479292278607,4,256,14.205743311362054,2.2627738922178393,9264.933977469056
Asus,2.8434890073448074,8,512,13.577575661456388,2.5797482457025045,16729.550875026107
Asus,3.7996390410319014,8,1000,12.853006544044046,2.151677563878617,31747.60460557713
Lenovo,2.3658649859149032,32,1000,13.893586167513153,3.8793710590307815,32817.51657673146
Asus,2.367383004740569,32,256,11.710954152610404,2.8619801495267057,10605.76645913327
Asus,3.343753120274371,32,1000,16.769080033898508,2.839237903307213,32810.02391415497
Lenovo,2.061512057349955,8,256,16.71480270012708,3.988388822629165,8973.58968596835
Acer,2.6310987903317336,16,256,12.36036429397978,4.611901644450471,9912.491624645294
Lenovo,1.8521425509494995,32,1000,16.276046121059167,4.277260797666916,32801.64628030737
Acer,1.9409674662655585,32,256,15.852739907381231,4.182587690675285,10174.195207302795
Asus,3.78711475267025,16,256,12.89929799160722,3.6582871041007494,10233.785822237818
Asus,2.951470875695109,32,256,14.009092768878403,2.625765103223152,10781.539201207572
Acer,3.902675793673638,16,256,16.891434188459236,3.039676279449643,9701.0888184533
Asus,2.5365603093175593,16,512,12.485060438842472,2.376696735911754,17493.650157480613
Asus,1.7133741701966096,4,1000,11.976890298061182,2.513884873465011,31339.15974190479
Asus,3.992185629614868,32,512,12.121486643650767,4.482069664478437,18495.180974797404
Asus,2.7554875258281064,8,256,11.118773950083526,3.754515895066646,9140.170447550205
Acer,2.9884625433001095,32,1000,13.344092665915635,3.0125973976514566,33151.04094220564
Lenovo,1.6676911934710688,8,1000,12.148566082997256,4.408553626986638,31612.05196824762
Asus,2.0247639827389645,4,1000,16.60996659103259,4.928098095800611,31650.730149513987
Asus,2.012849101205018,8,512,16.267906981909007,3.0119328624536825,16983.63602188368
Asus,2.680167362774998,16,256,13.13512855555527,2.333411441996037,10029.5817669081
Acer,2.912102833156541,8,1000,11.503517214928577,3.9443151036023703,31879.66275681356
Asus,2.6332220868700693,32,1000,11.432666557576612,2.4233227820640533,33008.898865411786
Asus,2.501907652188315,32,256,16.892297222095777,2.135883930839232,10566.171029177392
Asus,2.899100828270545,8,512,15.709170937753282,3.969157578154302,16702.35101114597
Acer,1.9548203262381776,4,1000,11.697145739152676,2.2460710556344123,31169.850513456506
Acer,3.6544640525337937,4,256,15.685975361689948,2.1048177392179652,9486.59493721812
Acer,2.4332732906993826,16,512,14.60661617374597,2.0900639964472156,17299.66299417338
Asus,2.5218354277452413,32,256,16.64763468945111,2.3518404434013354,10859.96282331094
Asus,1.5634658891508622,32,512,16.488386689739023,2.5071853353191487,18310.41380623579
Asus,1.890381493415476,8,512,11.068883958496269,3.0554150192310576,16833.276091774973
Acer,3.289930572118494,16,1000,13.700699158848868,4.285027628640988,32339.842111645936
Acer,1.5677399812587087,16,256,11.618728174448457,3.9137056236588847,9437.652448312245
Acer,2.0549304048323735,4,512,14.286708166299915,4.9555236652720245,16879.49194023418
Asus,3.4997902134329735,4,256,12.22664344369728,3.996095625256713,9454.453848798114
Lenovo,1.946361655135834,32,256,14.118225577366903,3.502132777510014,10327.843844709536
Lenovo,3.131865269629687,16,1000,11.444253307474089,3.93458366844494,31996.360216835685
Lenovo,1.748603481898363,32,512,14.10073963476895,3.2888685916905325,18295.118647808857
Lenovo,2.107930477498635,8,1000,15.440968212568778,2.8368142282204305,31362.16189438691
Lenovo,3.6392411702657146,8,512,14.29763761118454,2.2986395384263254,17146.71360929845
Acer,3.575549661417479,8,256,15.138673095488729,3.8095764968440022,9491.27221480852
Asus,2.232869325652534,4,512,16.553133247111283,3.476696945547225,16746.84865578127
Asus,1.53250480877684,32,256,13.58224849814476,3.956279185644952,10462.141838886577
Acer,1.5663305096845492,4,1000,11.552571519397414,3.807409492110365,31197.896010928464
Lenovo,1.9535885877244936,32,256,14.320274096760244,3.5349157475570423,10711.444213390389
Asus,2.95760390242423,4,1000,14.849791452964126,2.1830214290161845,31533.20155491725
Lenovo,2.5535613764812446,16,256,15.222753865943046,2.8634938965548176,9478.12050527792
Lenovo,3.731679277692437,8,1000,13.239558886776551,2.27981434033451,31512.88406850961
Lenovo,2.35454337924469,8,256,13.704118849633478,2.405240438677282,9143.215708902308
Acer,2.1485585835782315,16,256,15.03233623251352,2.455326229553306,9819.847510197049
Lenovo,2.4492310204181673,16,512,14.501341803948913,4.668729854991477,17407.53842775571
Acer,2.17015910205719,32,1000,12.497146201029492,4.29748711770473,32689.03038985435
Lenovo,2.523529130478101,16,256,12.044490051868577,2.004038812869691,9415.94255327567
Asus,3.871133267405391,8,256,12.27851005210885,3.392200068213514,9829.331415396638
Acer,3.409014485399402,4,512,16.634342575803124,4.829185692220914,17204.64783482446
Lenovo,1.850282939416131,8,1000,11.040092775343329,2.9714587247072943,31515.502993169488
Asus,2.718577995623784,8,1000,14.751228617182656,3.9567060593973222,31416.859879837644
Acer,3.7363805672352286,32,256,13.241328806286091,2.753240310995503,10905.979465289627
Asus,3.499638139868288,8,1000,11.302933666474448,3.951275746471593,32336.20253073521
Acer,2.5630337611730836,16,256,14.764919430705676,2.637001922860674,9790.713628803494
Acer,1.5561732708002936,16,256,13.313681077193888,2.366022240730667,9168.638971150249
Lenovo,2.171693398462365,32,512,16.617602836479314,4.10414985667907,18277.152535880618
Acer,2.8540855366521676,32,512,14.251940449338596,2.34032245131175,18464.505286084324
Asus,3.083695549565368,16,512,16.63790906776105,4.990727655768066,17376.019528331424
Acer,2.1447192135830058,32,512,12.322902160839824,2.550357203450688,17980.79592868101
Lenovo,1.8483901851820603,8,1000,15.35435546218462,3.7824255882693727,31389.465244648156
Lenovo,3.5873255919982476,8,1000,14.703494125092355,3.234123714237768,31772.920990386385
Asus,3.96100545175888,16,1000,15.43644937898787,2.3791592672170014,32342.705862403756
Acer,2.1807683162984226,32,1000,13.988242358341214,4.420272691367378,32806.59086064783
Acer,3.785747016401248,4,512,12.962267864910906,3.4481404192308034,16954.6650023628
Asus,1.7943777072253528,8,1000,16.340342152791514,4.332366401547157,31558.996663829737
Asus,2.941291188785634,8,256,11.505807887668102,4.018541400465635,9054.153840394143
Asus,2.185138051718015,4,512,15.843135912747128,4.172763582497399,16824.803277372925
Asus,2.8854450062894834,4,256,16.167917754890546,3.477797015665442,9162.53174614114
Asus,3.128550970879661,16,1000,15.903513868200928,3.9002352207263815,32252.67601295525
Lenovo,3.574354509268004,32,512,14.076358365570655,4.4165777407281706,18492.16211284153
Asus,1.5274895716462011,8,1000,16.977573719149262,4.417936702602751,31521.46090508398
Lenovo,3.0012921510841335,32,1000,12.224147994431473,3.64008898488902,33063.16548039221
Asus,1.938428196558624,4,512,15.910217398888024,2.3824570404207384,16769.079792857636
Acer,3.7860298648124,8,512,11.300111460926674,4.400619043050737,16953.654943429603
Lenovo,2.4578463206237435,4,1000,11.177024330871236,2.4520624610025012,31218.308199175553
Lenovo,2.797294263207094,4,1000,13.135826194930369,4.554782957912657,31293.44806820096
Acer,1.9157084218901983,32,1000,11.46287101123749,4.1805164931447125,32653.960197510933
Lenovo,1.706996669812816,16,1000,13.129164984476889,4.98324580267662,31661.07806674929
Asus,2.1133727742033024,16,256,12.292066288295317,2.923659146048748,9801.241333636794
Lenovo,2.4732390351049416,16,512,14.58257462112032,4.512592502228167,17108.252961770988
Asus,2.3891817911623727,8,512,13.233202350951316,3.7435862711628696,16757.01448914171
Asus,2.690126005497749,4,256,13.961005952926447,4.772861212383983,9084.371552686822
Asus,3.15917791340662,32,256,12.699828574549583,2.9774703823114543,10869.936265088454
Lenovo,3.3314302430256255,16,256,13.38468894139455,3.3270995993072563,9960.39760411128
Acer,1.5779578376532115,8,1000,12.520143020357969,4.053878582794899,31123.000523561637
Lenovo,1.6285645337106258,32,256,15.624455185433307,2.382108420343643,10282.909929516276
Asus,3.427280509364554,16,512,13.00164073417426,3.3820094895004673,17629.77767355734
Acer,1.7664956328344297,4,1000,16.191160084386865,3.496913350741298,31216.57452719055
Lenovo,2.738728290515496,16,1000,11.210047488840834,3.934708715877068,31817.73844347585
Acer,2.5870683465093656,32,512,13.468036798994865,2.896348613162755,17967.132684905315
Asus,2.1160050830977672,8,1000,16.24233752109335,4.673600219190807,31428.704783432917
